DESEMPEÑO;Alumno_ID;Operativo;CURSO_NORMALIZADO;Curso;División;Ausente;Cantidad_de_palabras;Prosodia;Incluido;Turno;Modalidad;Nivel;Nivel_Unificado;Gestión;Supervisión;Escuela_ID;Departamento;Localidad;zona;Regional;ciclo_lectivo;separador
Avanzado;331489;Operativo 2023 Instancia II;3°;3°;NAT - A;No;180;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;339609;Operativo 2023 Instancia II;3°;3°;NAT - A;No;170;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;342809;Operativo 2023 Instancia II;3°;3°;NAT - A;No;151;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;343848;Operativo 2023 Instancia II;3°;3°;NAT - A;No;162;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;281036;Operativo 2023 Instancia II;4°;4°;NAT;No;168;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Avanzado;282682;Operativo 2023 Instancia II;4°;4°;NAT;No;192;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;284353;Operativo 2023 Instancia II;4°;4°;NAT;No;171;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;284525;Operativo 2023 Instancia II;4°;4°;NAT;No;167;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Crítico;288928;Operativo 2023 Instancia II;4°;4°;NAT;No;92;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;289166;Operativo 2023 Instancia II;4°;4°;NAT;No;166;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;290183;Operativo 2023 Instancia II;4°;4°;NAT;No;168;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Básico;290433;Operativo 2023 Instancia II;4°;4°;NAT;No;148;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Avanzado;295534;Operativo 2023 Instancia II;4°;4°;NAT;No;200;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Básico;296128;Operativo 2023 Instancia II;4°;4°;NAT;No;135;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;296129;Operativo 2023 Instancia II;4°;4°;NAT;No;166;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Avanzado;296145;Operativo 2023 Instancia II;4°;4°;NAT;No;188;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;296874;Operativo 2023 Instancia II;4°;4°;NAT;No;171;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Avanzado;298349;Operativo 2023 Instancia II;4°;4°;NAT;No;181;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;299719;Operativo 2023 Instancia II;4°;4°;NAT;No;175;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Básico;300089;Operativo 2023 Instancia II;4°;4°;NAT;No;144;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;303986;Operativo 2023 Instancia II;4°;4°;NAT;No;158;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;304562;Operativo 2023 Instancia II;4°;4°;NAT;No;166;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;304826;Operativo 2023 Instancia II;4°;4°;NAT;No;162;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;305156;Operativo 2023 Instancia II;4°;4°;NAT;No;158;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Básico;307640;Operativo 2023 Instancia II;4°;4°;NAT;No;148;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;307675;Operativo 2023 Instancia II;4°;4°;NAT;No;179;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;314300;Operativo 2023 Instancia II;4°;4°;NAT;No;162;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Avanzado;857002;Operativo 2023 Instancia II;4°;4°;NAT;No;201;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;1960;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;314856;Operativo 2023 Instancia II;2°;2°;B;No;164;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1964;GUAYMALLÉN;SAN JOSÉ;0;NO CORRESPONDE;2023;**
Medio;348547;Operativo 2023 Instancia II;2°;2°;B;No;141;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1964;GUAYMALLÉN;SAN JOSÉ;0;NO CORRESPONDE;2023;**
Crítico;374725;Operativo 2023 Instancia II;2°;2°;B;No;65;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1964;GUAYMALLÉN;SAN JOSÉ;0;NO CORRESPONDE;2023;**
Crítico;921776;Operativo 2023 Instancia II;2°;2°;B;No;98;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1964;GUAYMALLÉN;SAN JOSÉ;0;NO CORRESPONDE;2023;**
Crítico;295888;Operativo 2023 Instancia II;4°;4°;BACHILLER CS, NATURA;No;98;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1964;GUAYMALLÉN;SAN JOSÉ;0;NO CORRESPONDE;2023;**
Básico;269859;Operativo 2023 Instancia II;5°;5°;POLIMODAL CS. NATURA;No;149;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1964;GUAYMALLÉN;SAN JOSÉ;0;NO CORRESPONDE;2023;**
Medio;255308;Operativo 2023 Instancia II;5°;5°;POLIMODAL EN HUMANID;No;159;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1964;GUAYMALLÉN;SAN JOSÉ;0;NO CORRESPONDE;2023;**
Medio;263515;Operativo 2023 Instancia II;5°;5°;POLIMODAL EN HUMANID;No;184;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1964;GUAYMALLÉN;SAN JOSÉ;0;NO CORRESPONDE;2023;**
Avanzado;858773;Operativo 2023 Instancia II;5°;5°;POLIMODAL EN HUMANID;No;217;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1964;GUAYMALLÉN;SAN JOSÉ;0;NO CORRESPONDE;2023;**
Medio;321273;Operativo 2023 Instancia II;3°;3°;SEGUNDA;No;173;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1970;CAPITAL;TERCERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;378089;Operativo 2023 Instancia II;1°;1°;SECUNDARIO B;No;92;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1980;CAPITAL;SEXTA SECCION;0;NO CORRESPONDE;2023;**
Medio;355402;Operativo 2023 Instancia II;1°;1°;SECUNDARIO C ;No;135;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1980;CAPITAL;SEXTA SECCION;0;NO CORRESPONDE;2023;**
Medio;351423;Operativo 2023 Instancia II;2°;2°;SECUNDARIO A;No;139;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1980;CAPITAL;SEXTA SECCION;0;NO CORRESPONDE;2023;**
Crítico;353826;Operativo 2023 Instancia II;2°;2°;SECUNDARIO A;No;83;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1980;CAPITAL;SEXTA SECCION;0;NO CORRESPONDE;2023;**
Medio;339663;Operativo 2023 Instancia II;2°;2°;SECUNDARIO B;No;163;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1980;CAPITAL;SEXTA SECCION;0;NO CORRESPONDE;2023;**
Medio;289117;Operativo 2023 Instancia II;3°;3°;BACHILLER A;No;153;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1980;CAPITAL;SEXTA SECCION;0;NO CORRESPONDE;2023;**
Crítico;310730;Operativo 2023 Instancia II;3°;3°;BACHILLER A;No;34;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1980;CAPITAL;SEXTA SECCION;0;NO CORRESPONDE;2023;**
Crítico;317208;Operativo 2023 Instancia II;3°;3°;BACHILLER A;No;112;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1980;CAPITAL;SEXTA SECCION;0;NO CORRESPONDE;2023;**
Crítico;282376;Operativo 2023 Instancia II;3°;3°;BACHILLER C;No;67;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1980;CAPITAL;SEXTA SECCION;0;NO CORRESPONDE;2023;**
Crítico;331017;Operativo 2023 Instancia II;3°;3°;BACHILLER C;No;71;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1980;CAPITAL;SEXTA SECCION;0;NO CORRESPONDE;2023;**
Crítico;244833;Operativo 2023 Instancia II;5°;5°;BACHILLER C;No;124;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1980;CAPITAL;SEXTA SECCION;0;NO CORRESPONDE;2023;**
Básico;325574;Operativo 2023 Instancia II;2°;2°;1;No;114;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;328573;Operativo 2023 Instancia II;2°;2°;1;No;176;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;331694;Operativo 2023 Instancia II;2°;2°;1;No;176;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;345821;Operativo 2023 Instancia II;2°;2°;1;No;142;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;346396;Operativo 2023 Instancia II;2°;2°;1;No;154;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;346945;Operativo 2023 Instancia II;2°;2°;1;No;150;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;346953;Operativo 2023 Instancia II;2°;2°;1;No;196;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;347104;Operativo 2023 Instancia II;2°;2°;1;No;146;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Básico;349704;Operativo 2023 Instancia II;2°;2°;1;No;130;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Básico;350270;Operativo 2023 Instancia II;2°;2°;1;No;130;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;351438;Operativo 2023 Instancia II;2°;2°;1;No;184;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;352698;Operativo 2023 Instancia II;2°;2°;1;No;154;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;352880;Operativo 2023 Instancia II;2°;2°;1;No;176;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;355539;Operativo 2023 Instancia II;2°;2°;1;No;136;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;357318;Operativo 2023 Instancia II;2°;2°;1;No;154;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;357759;Operativo 2023 Instancia II;2°;2°;1;No;166;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Básico;359576;Operativo 2023 Instancia II;2°;2°;1;No;116;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;360942;Operativo 2023 Instancia II;2°;2°;1;No;166;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;361721;Operativo 2023 Instancia II;2°;2°;1;No;166;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Básico;362408;Operativo 2023 Instancia II;2°;2°;1;No;130;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;362415;Operativo 2023 Instancia II;2°;2°;1;No;165;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;363236;Operativo 2023 Instancia II;2°;2°;1;No;154;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;363887;Operativo 2023 Instancia II;2°;2°;1;No;154;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;366013;Operativo 2023 Instancia II;2°;2°;1;No;188;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;366146;Operativo 2023 Instancia II;2°;2°;1;No;150;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;366639;Operativo 2023 Instancia II;2°;2°;1;No;172;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;367128;Operativo 2023 Instancia II;2°;2°;1;No;228;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Básico;368477;Operativo 2023 Instancia II;2°;2°;1;No;130;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;369379;Operativo 2023 Instancia II;2°;2°;1;No;154;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;369880;Operativo 2023 Instancia II;2°;2°;1;No;166;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;369976;Operativo 2023 Instancia II;2°;2°;1;No;136;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;370153;Operativo 2023 Instancia II;2°;2°;1;No;154;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;372359;Operativo 2023 Instancia II;2°;2°;1;No;172;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;383409;Operativo 2023 Instancia II;2°;2°;1;No;154;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;422126;Operativo 2023 Instancia II;2°;2°;1;No;166;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;602265;Operativo 2023 Instancia II;2°;2°;1;No;210;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;919670;Operativo 2023 Instancia II;2°;2°;1;No;166;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;254768;Operativo 2023 Instancia II;4°;4°;1;No;157;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;266705;Operativo 2023 Instancia II;4°;4°;1;No;189;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;267695;Operativo 2023 Instancia II;4°;4°;1;No;154;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;269143;Operativo 2023 Instancia II;4°;4°;1;No;198;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;273781;Operativo 2023 Instancia II;4°;4°;1;No;169;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;281925;Operativo 2023 Instancia II;4°;4°;1;No;197;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;282731;Operativo 2023 Instancia II;4°;4°;1;No;154;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;285122;Operativo 2023 Instancia II;4°;4°;1;No;192;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;285757;Operativo 2023 Instancia II;4°;4°;1;No;169;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;285944;Operativo 2023 Instancia II;4°;4°;1;No;179;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;285948;Operativo 2023 Instancia II;4°;4°;1;No;184;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;286982;Operativo 2023 Instancia II;4°;4°;1;No;178;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;287454;Operativo 2023 Instancia II;4°;4°;1;No;159;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;287824;Operativo 2023 Instancia II;4°;4°;1;No;179;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;288643;Operativo 2023 Instancia II;4°;4°;1;No;184;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Crítico;291267;Operativo 2023 Instancia II;4°;4°;1;No;111;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;291449;Operativo 2023 Instancia II;4°;4°;1;No;181;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;291885;Operativo 2023 Instancia II;4°;4°;1;No;172;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;291886;Operativo 2023 Instancia II;4°;4°;1;No;178;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Crítico;292015;Operativo 2023 Instancia II;4°;4°;1;No;114;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;293536;Operativo 2023 Instancia II;4°;4°;1;No;181;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Básico;293724;Operativo 2023 Instancia II;4°;4°;1;No;143;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Básico;295323;Operativo 2023 Instancia II;4°;4°;1;No;133;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;296072;Operativo 2023 Instancia II;4°;4°;1;No;176;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;296763;Operativo 2023 Instancia II;4°;4°;1;No;189;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;298649;Operativo 2023 Instancia II;4°;4°;1;No;176;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
